date,open,high,low,close,Volume USD
2/1/2024 14:30,187.80099,188.44,186.0099945,186.1899,21173591
2/1/2024 15:30,186.17999,186.905,185.1843,186.80499,9166397
2/1/2024 16:30,186.8,187.35001,186.57001,186.61501,6143754
2/1/2024 17:30,186.61501,187.039993,185.25999,185.295,5381701
2/1/2024 18:30,185.28999,185.53999,184.23,184.495,7228643
2/1/2024 19:30,184.49001,184.67999,183.88499,184.42,8238940
2/1/2024 20:30,184.42,185.64,184.41499,185.52499,9447841
3/1/2024 14:30,184.668,185.88,183.63,183.95869,15935130
3/1/2024 15:30,183.955,184.27,183.45,184.2,7486162
3/1/2024 16:30,184.19,184.38,183.42999,183.92999,5295920
3/1/2024 17:30,183.92709,184.55,183.8517,184.4731,3968490
3/1/2024 18:30,184.47501,184.82001,183.80499,184.74001,4500805
3/1/2024 19:30,184.7495,184.94,184.2101,184.39,4256338
3/1/2024 20:30,184.39,184.52,183.75,184.25,5053608
4/1/2024 14:30,182.14999,183.087204,181.2276,181.67999,16075231
4/1/2024 15:30,181.67,182.355,180.88,182.125,10313237
4/1/2024 16:30,182.127,182.44,181.32001,182.14,7509793
4/1/2024 17:30,182.13,182.99001,181.96001,182.91499,4961844
4/1/2024 18:30,182.91,183.070007,182.42,182.5,4172442
4/1/2024 19:30,182.5,182.66,181.8721,181.94009,6011068
4/1/2024 20:30,181.94501,182.41499,181.42999,181.92,7594098
5/1/2024 14:30,181.99001,182.75999,181.52,182.070007,13194900
5/1/2024 15:30,182.066299,182.74001,181.965,182.087601,5524889
5/1/2024 16:30,182.080002,182.22501,181.32001,181.36501,4494198
5/1/2024 17:30,181.36,181.86,181.21001,181.74001,4262774
5/1/2024 18:30,181.745,182.23,180.42,181.12,9901415
5/1/2024 19:30,181.11,181.39,180.17,180.28,7993182
5/1/2024 20:30,180.27991,181.25999,180.2381,181.17,6775472
8/1/2024 14:30,182.085007,183.88499,181.5,183.81,13311025
8/1/2024 15:30,183.82001,183.88,183.21001,183.245,5198974
8/1/2024 16:30,183.245,184.57001,183.235,183.9901,5720535
8/1/2024 17:30,184,184.47,183.96001,184.11501,4151910
8/1/2024 18:30,184.12,184.875,184.050003,184.8325,3724042
8/1/2024 19:30,184.84,185.42,184.7,185.22,5370765
8/1/2024 20:30,185.215,185.60001,184.91,185.55,6759299
9/1/2024 14:30,183.92,184.23,182.73,183.52499,10523629
9/1/2024 15:30,183.53,184.25999,183.21001,184.23,4602813
9/1/2024 16:30,184.23,184.83,184.14999,184.44,3908469
9/1/2024 17:30,184.44,184.92,184.39,184.39999,2818553
9/1/2024 18:30,184.39999,184.73,184.039993,184.315,3180445
9/1/2024 19:30,184.3101,184.89999,184.3002,184.77,3646429
9/1/2024 20:30,184.78,185.14999,184.41,185.11,6123108
10/1/2024 14:30,184.35001,184.96001,183.92,184.55,8558186
10/1/2024 15:30,184.545,185.0099945,184.2225,184.50999,5574178
10/1/2024 16:30,184.515,184.55,184.050003,184.27,3427864
10/1/2024 17:30,184.27,184.575,184.080002,184.375,3133102
10/1/2024 18:30,184.38,185.67999,184.355,185.625,3976057
10/1/2024 19:30,185.63,186.39999,185.62,185.825,7533201
10/1/2024 20:30,185.83,186.27,185.27,186.14,5937690
11/1/2024 14:30,186.53999,187.050003,183.62,184.37,13337967
11/1/2024 15:30,184.36501,184.88,183.83501,184.19,5619114
11/1/2024 16:30,184.185,184.45,183.83501,184.050003,3849444
11/1/2024 17:30,184.074997,184.77721,184.074997,184.655,4000614
11/1/2024 18:30,184.67,185.53999,184.56,185.515,3924789
11/1/2024 19:30,185.52,185.7,184.755,185.37,4502053
11/1/2024 20:30,185.37,185.77,185.32001,185.58,5030776
12/1/2024 14:30,186.059998,186.74001,185.485,185.78999,8367726
12/1/2024 15:30,185.8,186.059998,185.19,185.875,4645419
12/1/2024 16:30,185.875,185.925,185.39,185.62,3521446
12/1/2024 17:30,185.61501,185.84,185.42999,185.79379,2308362
12/1/2024 18:30,185.8,186.066895,185.60001,185.61,2732716
12/1/2024 19:30,185.6033,185.61,185.22,185.515,3823230
12/1/2024 20:30,185.52,185.98,185.4659,185.92,4865441
16/1/2024 14:30,182.5,182.85001,180.93401,182.75999,16725135
16/1/2024 15:30,182.77,184.25999,182.52,183.95,11408997
16/1/2024 16:30,183.96001,184.16,182.38,182.41499,5404103
16/1/2024 17:30,182.42,182.92999,182.21001,182.735,4292807
16/1/2024 18:30,182.75,182.94991,182.14,182.4586,6561011
16/1/2024 19:30,182.455,183.25999,182.27,183.17,4700690
16/1/2024 20:30,183.17999,183.63,183.13499,183.61,4776796
17/1/2024 14:30,181.27,181.84,180.3,181.7,12537805
17/1/2024 15:30,181.685,182.065002,181.3,181.80499,5778219
17/1/2024 16:30,181.81,182.33,181.48801,182.12,4248713
17/1/2024 17:30,182.12,182.535,181.83,182.12,3345645
17/1/2024 18:30,182.11501,182.55,181.37,182.5356,5569336
17/1/2024 19:30,182.5378,182.6801,182.050095,182.20551,4778525
17/1/2024 20:30,182.205,182.92999,182.17999,182.66,4353739
18/1/2024 14:30,186.089996,187.64999,185.83,187.4501,19756876
18/1/2024 15:30,187.46001,188.96001,187.27,188.77,11697457
18/1/2024 16:30,188.765,188.78,187.67999,187.92999,8302899
18/1/2024 17:30,187.92999,187.92999,186.75011,186.925,5973240
18/1/2024 18:30,186.92999,188.95,186.92,188.9245,6516026
18/1/2024 19:30,188.925,189.14,188.705,188.9599,7066159
18/1/2024 20:30,188.96001,188.99001,188.50999,188.73,6982801
19/1/2024 14:30,189.33,189.965,188.82001,189.94009,16382763
19/1/2024 15:30,189.94,190.16,189.58,189.91,7573154
19/1/2024 16:30,189.89999,190.42999,189.33009,190.315,5987140
19/1/2024 17:30,190.32001,190.99001,190.28,190.935,7184895
19/1/2024 18:30,190.93449,191.95,190.925,191.47,6850175
19/1/2024 19:30,191.48,191.74001,191.17,191.435,6438261
19/1/2024 20:30,191.4343,191.82001,191.32001,191.58,5716572
22/1/2024 14:30,192.42999,194.95,192.42999,194.75,14810964
22/1/2024 15:30,194.77,195.33,193.14999,193.78,10872656
22/1/2024 16:30,193.78999,193.855,193.029999,193.6675,5000034
22/1/2024 17:30,193.66319,194.14,193.50999,193.75729,5093193
22/1/2024 18:30,193.75999,194.5,193.745,194.38,4701837
22/1/2024 19:30,194.39,194.57001,193.705,193.9001,4425371
22/1/2024 20:30,193.89999,193.92,193.46001,193.87,4882197
23/1/2024 14:30,195.020004,195.75,193.8299,194.19501,10604009
23/1/2024 15:30,194.2,194.57001,194,194.32001,5182788
23/1/2024 16:30,194.32001,194.78,194.2001,194.66499,3737253
23/1/2024 17:30,194.67,195.24001,194.495,195.054993,3772811
23/1/2024 18:30,195.050003,195.14999,194.57001,194.73399,3863074
23/1/2024 19:30,194.645,195.19,194.57001,194.83501,4587060
23/1/2024 20:30,194.83501,195.25,194.6599,195.16,5250835
24/1/2024 14:30,195.42,196.38,194.66,196,11411670
24/1/2024 15:30,195.9901,196.34,195.27,195.39999,6668217
24/1/2024 16:30,195.41,195.89999,195.345,195.75,6119557
24/1/2024 17:30,195.7527,196.080002,195.215,195.655,5360074
24/1/2024 18:30,195.66,195.6601,194.69,194.81,4659865
24/1/2024 19:30,194.81,195.2182,194.55,194.65669,4745911
24/1/2024 20:30,194.6599,195.10001,194.34,194.50999,4950346
25/1/2024 14:30,195.30499,195.59,194.63,195.355,9104188
25/1/2024 15:30,195.36,195.87,195.14,195.84,6222253
25/1/2024 16:30,195.84,196.2675,195.53,195.74001,5865883
25/1/2024 17:30,195.75,195.9574,194.10001,194.71001,7792813
25/1/2024 18:30,194.705,194.935,193.75169,193.9111,5786472
25/1/2024 19:30,193.91499,194.13,193.1125,193.8535,5204479
25/1/2024 20:30,193.855,194.31,193.75999,194.19,5031642
26/1/2024 14:30,194.27,194.75999,193.75,194.685,8196843
26/1/2024 15:30,194.69,194.745,194.36,194.39,3865162
26/1/2024 16:30,194.39999,194.47501,193.60001,193.72,3732100
26/1/2024 17:30,193.7001,193.71001,192.27,192.66,6154152
26/1/2024 18:30,192.66,192.73,192.27,192.4751,3375089
26/1/2024 19:30,192.48,192.97501,192.34,192.425,3467304
26/1/2024 20:30,192.425,192.59,191.94,192.37,6951830
29/1/2024 14:30,192.0099945,192.17799,189.58,190.87,11790966
29/1/2024 15:30,190.87,191.14999,190.405,190.69,4793101
29/1/2024 16:30,190.685,191.1389,190.39999,191.029999,4112191
29/1/2024 17:30,191.035004,191.28999,190.78,191.25,2704473
29/1/2024 18:30,191.25999,191.62,191.21001,191.535,3065266
29/1/2024 19:30,191.5356,192.2,191.28,191.935,5766967
29/1/2024 20:30,191.935,192.105,191.39,191.78,5062975
30/1/2024 14:30,190.94,191.8,189.46001,189.95,10879513
30/1/2024 15:30,189.92999,190.25,187.86501,188.6532,12493978
30/1/2024 16:30,188.655,188.94,188.23,188.41,4796471
30/1/2024 17:30,188.39999,188.57001,187.67999,188.564,4738358
30/1/2024 18:30,188.56,188.63989,187.47,187.845,4840030
30/1/2024 19:30,187.845,188.28,187.77,188.070007,4500321
30/1/2024 20:30,188.065002,188.14,187.8,187.98,5122448
31/1/2024 14:30,187.039993,187.095001,184.78999,185.014999,12426052
31/1/2024 15:30,185.020004,185.87,184.89999,185.71989,5060007
31/1/2024 16:30,185.72,186.11,185.42,186.089996,3731068
31/1/2024 17:30,186.080002,186.44,185.8333,186.16,3297036
31/1/2024 18:30,186.17,186.53,185.25999,185.67,4331208
31/1/2024 19:30,185.67,186.94,185.035004,185.52,6707892
31/1/2024 20:30,185.52,185.5887,184.35001,184.36,6428646
1/2/2024 14:30,184.25,186.17999,183.96001,186.105,12493823
1/2/2024 15:30,186.12,186.31,185.28999,185.395,5815982
1/2/2024 16:30,185.39,186.295,185.36,185.89,4622455
1/2/2024 17:30,185.89,186.44,185.57001,185.73,4488849
1/2/2024 18:30,185.74001,186.155,185.25999,185.97501,4416220
1/2/2024 19:30,185.9799,186.8,185.8811,186.66,5947190
1/2/2024 20:30,186.64999,186.95,186.36,186.89,6843756
2/2/2024 14:30,180.45,184.17,180.050003,183.315,35096943
2/2/2024 15:30,183.33,187.33,183.16,187,15943080
2/2/2024 16:30,187.0099945,187.10001,185.83,187.020905,8987019
2/2/2024 17:30,187.029999,187.12,184.854,186.035004,8500269
2/2/2024 18:30,186.039993,186.24001,185.59,186.080002,5735681
2/2/2024 19:30,186.089996,187.070007,186.080002,186.73,7311261
2/2/2024 20:30,186.735,186.89,185.83,185.84,7701037
5/2/2024 14:30,187.125,188.36,185.84,186.7,21074171
5/2/2024 15:30,186.67,187.75999,186.11,187.25,7667117
5/2/2024 16:30,187.25,188.49001,187.2301,188.42999,6730072
5/2/2024 17:30,188.42999,189.25,188.42,188.5401,7252942
5/2/2024 18:30,188.5401,189.020004,188.38499,188.465,4527382
