date,open,high,low,close,Volume USD
2/1/2024 14:30,138.55,139.45,136.58,137.125,6293797
2/1/2024 15:30,137.12,137.52499,136.48,137.4901,2668194
2/1/2024 16:30,137.50999,138.2,137.31,137.845,1886887
2/1/2024 17:30,137.845,138.14999,137.38499,137.94501,1333855
2/1/2024 18:30,137.95,138.070007,137.41,137.705,1528525
2/1/2024 19:30,137.7,137.77521,137.080002,137.59,2009392
2/1/2024 20:30,137.595,138.28,137.57001,138.19,3211535
3/1/2024 14:30,137.25,138.55,137.14999,138.12,4586734
3/1/2024 15:30,138.12,138.87,137.905,138.66,2717664
3/1/2024 16:30,138.64999,138.95,138.55009,138.85001,1824596
3/1/2024 17:30,138.85001,139.34801,138.71001,139.13,1739200
3/1/2024 18:30,139.13499,139.51759,138.69,139.5,1973400
3/1/2024 19:30,139.5,139.63,139.24001,139.34,2494705
3/1/2024 20:30,139.35001,139.39,138.61,138.92,2906441
4/1/2024 14:30,138.42,138.845,138.010101,138.38499,3929485
4/1/2024 15:30,138.39,139.16,138.13,138.69,2341177
4/1/2024 16:30,138.67999,138.86,137.88,138.085007,2192515
4/1/2024 17:30,138.089996,138.089996,137.22501,137.63,2289147
4/1/2024 18:30,137.64,137.73,136.84,136.88,2199121
4/1/2024 19:30,136.88,137.21001,136.72,136.99001,2083455
4/1/2024 20:30,136.995,137.21001,136.35001,136.39,3688529
5/1/2024 14:30,136.745,137.15581,136.265,136.53999,4336132
5/1/2024 15:30,136.55,137.059998,135.81,135.91499,2967904
5/1/2024 16:30,135.91499,136.11,135.53,135.59,1840853
5/1/2024 17:30,135.57001,136,135.49001,135.88,1852248
5/1/2024 18:30,135.88,136.089996,135.73,135.74001,1576995
5/1/2024 19:30,135.74001,135.81,135.14999,135.31,1817497
5/1/2024 20:30,135.3,135.81,135.14999,135.73,2710629
8/1/2024 14:30,136.28999,137.2,136.25999,136.88,4119542
8/1/2024 15:30,136.88,137.58,136.88,137.39,2137687
8/1/2024 16:30,137.39,138.050003,137.3725,137.8734,2021447
8/1/2024 17:30,137.875,138.23,137.705,138.10001,1274998
8/1/2024 18:30,138.11,138.53999,138.080002,138.50999,1490078
8/1/2024 19:30,138.53,138.94679,138.50999,138.68761,1904198
8/1/2024 20:30,138.67999,139.0099945,138.53,138.84,2872924
9/1/2024 14:30,138.5,140.039795,138.14999,139.7113,5582594
9/1/2024 15:30,139.72,140.625,139.33,140.41,3066557
9/1/2024 16:30,140.405,141.36,140.31,141.28999,2640449
9/1/2024 17:30,141.28,141.485,140.98,141.155,2225419
9/1/2024 18:30,141.14999,141.19501,140.7,140.82001,2579403
9/1/2024 19:30,140.825,140.98,140.39999,140.77499,1981440
9/1/2024 20:30,140.77,141.029999,140.41,140.92999,3273069
10/1/2024 14:30,141,142.48,140.91,141.48,4378065
10/1/2024 15:30,141.49001,142.035004,141.42,141.675,2194969
10/1/2024 16:30,141.685,142.0050049,141.39999,141.995,1354774
10/1/2024 17:30,141.995,142.52,141.985,142.38,1856116
10/1/2024 18:30,142.39,143,142.22501,142.655,1879027
10/1/2024 19:30,142.64999,142.83501,142.10001,142.185,2340620
10/1/2024 20:30,142.185,142.37,141.8024,142.25999,3293412
11/1/2024 14:30,143.49001,145.22,142.39999,143.12,7486245
11/1/2024 15:30,143.11,143.35001,141.371,141.495,2853491
11/1/2024 16:30,141.495,141.52,140.655,140.685,2356192
11/1/2024 17:30,140.69,141.50999,140.63499,141.3967,2298391
11/1/2024 18:30,141.41,141.92999,141.37,141.89,2218037
11/1/2024 19:30,141.89861,142.32899,141.64999,141.895,2304820
